CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,MEDV
0.0036360620021067755,0.112119341563786,0.38944251354645626,0.0,0.49176954732510286,0.4332247557003258,0.9526261585993822,0.1218798024897926,0.13043478260869565,0.4770992366412214,0.9148936170212767,0.9792979978818902,0.3669977924944813,18.4
0.8264345191878419,0.0,0.6466275659824048,0.0,0.6049382716049383,0.4590917800344894,1.0,0.06119906519109933,1.0,0.9141221374045801,0.8085106382978724,0.04067275202985532,0.5212472406181017,8.8
0.0010529406131603095,0.112119341563786,0.20637829912023462,0.0,0.09876543209876537,0.6554895573864727,0.15242018537590107,0.3966663332393674,0.26086956521739135,0.27099236641221375,0.37234042553191515,0.9836855111200767,0.0863686534216336,33.1
0.0827335048670404,0.0,0.6466275659824048,0.0,0.6049382716049383,0.5043111707223606,0.7744593202883625,0.07329338268057362,1.0,0.9141221374045801,0.8085106382978724,0.243103535226184,0.5460816777041944,11.0
0.00033179768254154585,0.7999999999999999,0.10667155425219943,0.0,0.026748971193415683,0.5228971067254264,0.15345005149330582,0.4984950304176632,0.13043478260869565,0.2862595419847328,0.37234042553191515,1.0,0.08112582781456956,23.5
0.04782506169503656,0.0,0.38944251354645626,0.0,0.7921810699588477,0.4887909561218625,0.8074150360453141,0.12544444343405872,1.0,0.9141221374045801,0.8085106382978724,0.984467194513087,0.30187637969094927,22.6
0.003473197895737287,0.0,0.21041055718475077,0.0,0.2448559670781893,0.901513699942518,0.776519052523172,0.1604815902663478,0.30434782608695654,0.22900763358778628,0.5106382978723404,0.9701195219123507,0.06650110375275936,44.8
0.04319866453680728,0.0,0.6466275659824048,1.0,0.7921810699588477,0.5430159034297759,0.9073120494335737,0.1250897980339914,1.0,0.9141221374045801,0.8085106382978724,0.9859801301124616,0.3184326710816777,21.7
0.0020727239375842657,0.22,0.19794721407624638,0.0,0.09465020576131683,0.6049051542441082,0.1503604531410916,0.6089807127463194,0.26086956521739135,0.27290076335877866,0.6914893617021279,0.9920318725099603,0.13327814569536425,26.2
0.12454866748162412,0.0,0.6466275659824048,0.0,0.6851851851851851,0.5460816248323433,1.0,0.06631868981258357,1.0,0.9141221374045801,0.8085106382978724,0.8029401381814515,0.3667218543046358,16.7
0.016747240751589187,0.0,0.7008797653958945,0.0,1.0,0.35313278405824877,1.0,0.04201183970027916,0.17391304347826086,0.4122137404580153,0.22340425531914898,0.8605577689243029,0.3187086092715232,19.6
0.02016367786491338,0.112119341563786,0.7008797653958945,0.0,0.4526748971193415,0.4437631730216517,0.7857878475798147,0.11787867489928983,0.17391304347826086,0.4122137404580153,0.22340425531914898,0.5731252206364417,0.2872516556291391,23.8
0.07178609210218109,0.0,0.6466275659824048,0.0,0.4094650205761316,0.4983713355048861,0.9732234809474769,0.09788213041857252,1.0,0.9141221374045801,0.8085106382978724,0.762620404458117,0.6172737306843268,13.3
0.10089526927539971,0.0,0.6466275659824048,1.0,0.7921810699588477,0.5079517148879096,0.9732234809474769,0.09026180105302403,1.0,0.9141221374045801,0.8085106382978724,0.9516617075999799,0.4379139072847683,17.8
0.11138859578095418,0.0,0.6466275659824048,0.0,0.6337448559670781,0.43897298333014,0.7713697219361483,0.03371859342178249,1.0,0.9141221374045801,0.8085106382978724,0.8518836048212216,0.7792494481236203,6.3
0.0012219865869213253,0.0,0.08907624633431088,0.0,0.12345679012345678,0.4985629430925466,0.6869207003089598,0.21511516882030393,0.043478260869565244,0.1698473282442748,0.574468085106383,0.9872156941852842,0.26517660044150115,21.4
0.004511526822335826,0.0,0.21041055718475077,1.0,0.2510288065843621,0.49875455068020697,0.9104016477857879,0.17444916294592114,0.30434782608695654,0.22900763358778628,0.5106382978723404,0.9958142115083969,0.5444260485651216,21.7
0.0023991265358568464,0.0,0.2364369501466276,0.0,0.12962962962962962,0.3910710864150222,0.6086508753861998,0.4508634251470869,0.08695652173913043,0.08778625954198477,0.5638297872340425,1.0,0.3992825607064018,19.4
0.0013628207658591823,0.3,0.16385630498533726,0.0,0.08847736625514396,0.542632688254455,0.05046343975283196,0.5370513508352354,0.2173913043478261,0.2156488549618321,0.4255319148936173,0.9440465984164608,0.09547461368653426,23.7
0.0024228424271225263,0.19999999999999998,0.23826979472140766,1.0,0.16255144032921814,0.7913393370377468,0.5036045314109165,0.29434658858405555,0.08695652173913043,0.06870229007633588,0.6382978723404258,0.9845428412930557,0.13383002207505523,35.2
0.0136817089109258,0.112119341563786,0.7008797653958945,0.0,0.4526748971193415,0.6480168614677142,0.9732234809474769,0.06799188862315744,0.17391304347826086,0.4122137404580153,0.22340425531914898,0.9156034091482174,0.07891832229580575,41.3
0.004224126187424328,0.0,0.21041055718475077,0.0,0.2448559670781893,0.8582103851312513,0.8609680741503605,0.18969891514881468,0.30434782608695654,0.22900763358778628,0.5106382978723404,0.975994755156589,0.3031300248003707,37.6
0.04052555731437892,0.0,0.21041055718475077,0.0,0.2448559670781893,0.5730982946924699,0.1905252317198763,0.20419390919259067,0.30434782608695654,0.22900763358778628,0.5106382978723404,0.9582429774572596,0.056015452538631355,31.5
0.004564016496369325,0.0,0.21041055718475077,0.0,0.2448559670781893,0.690170530753018,0.7929969104016479,0.18969891514881468,0.30434782608695654,0.22900763358778628,0.5106382978723404,0.9374148973725352,0.1277593818984548,31.6
0.06535728720776064,0.0,0.6466275659824048,0.0,0.6748971193415636,0.5656255987737115,0.8959835221421216,0.1520428484391056,1.0,0.9141221374045801,0.8085106382978724,0.9922335972565435,0.23620309050772628,20.2
0.02655168243454975,0.0,0.38944251354645626,0.0,1.0,0.2615443571565435,0.9557157569515964,0.030117578590330013,0.17391304347826086,0.4122137404580153,0.22340425531914898,0.9869131070654092,0.7671081677704195,14.6
0.0009076105306649804,0.0,0.4534457478005866,0.0,0.10699588477366256,0.4941559685763557,0.4418125643666323,0.2692486064254471,0.17391304347826086,0.40267175572519087,0.648936170212766,0.9749357002370266,0.23565121412803536,20.8
0.0002788584181522974,0.0,0.14406158357771262,0.0,0.11728395061728394,0.4700134125311364,0.46961894953656025,0.6259945984777529,0.08695652173913043,0.3148854961832061,0.6595744680851066,0.9716072419184024,0.24282560706401768,17.5
0.14688993623459984,0.0,0.6466275659824048,0.0,0.40123456790123446,0.41233952864533446,0.5540679711637487,0.1540525057061536,1.0,0.9141221374045801,0.8085106382978724,1.0,0.35954746136865345,20.1
0.0014078921990228546,0.0,0.3500733137829912,0.0,0.3333333333333334,0.5010538417321327,0.7167868177136972,0.1455410161045386,0.2173913043478261,0.467557251908397,0.5531914893617023,0.9909223864037522,0.3031300248003707,21.2
0.001342813995028426,0.44999999999999996,0.10923753665689151,0.0,0.10699588477366256,0.5738647250431118,0.26982492276004116,0.3125517191208431,0.17391304347826086,0.40267175572519087,0.27659574468085113,0.9645468757879874,0.07809050772626935,29.8
0.008743183648218918,0.0,0.2815249266862171,0.0,0.3148148148148149,0.46541483042728504,0.8115345005149331,0.2844710782129509,0.13043478260869565,0.22900763358778628,0.8936170212765958,0.9744061727772455,0.3570640176600442,17.5
0.09263550765719814,0.0,0.38944251354645626,0.0,0.6748971193415636,0.7342402759149264,0.9927909371781669,0.12031572534077788,1.0,0.9141221374045801,0.8085106382978724,0.9469716072419185,0.41418322295805743,17.8
0.004447572594230759,0.0,0.34604105571847515,0.0,0.32716049382716056,0.5405250047901897,0.6622039134912462,0.2185070338004347,0.13043478260869565,0.2232824427480916,0.6170212765957447,0.9957385647284281,0.23813465783664461,23.1
0.08706216081217596,0.112119341563786,0.38944251354645626,0.0,0.6748971193415636,0.5250047901896917,0.8321318228630279,0.1503605561567351,1.0,0.9141221374045801,0.8085106382978724,0.6855867668566242,0.40011037527593823,14.9
0.0003277513693398168,0.7999999999999999,0.1165689149560118,0.0,0.014403292181070004,0.44357156543399134,0.16683831101956736,0.7357255226472915,0.0,0.24427480916030533,0.4042553191489361,0.9956629179484594,0.20750551876379694,20.9
0.0005786227878468442,0.0,0.07331378299120228,0.0,0.21193415637860077,0.6551063422111518,0.5715756951596292,0.15453445971137325,0.08695652173913043,0.011450381679389277,0.5531914893617023,1.0,0.09133554083885212,37.2
0.0018532114463906124,0.0,0.29692082111436957,0.0,0.2777777777777778,0.43590726192757245,0.9165808444902164,0.09833680400840236,0.17391304347826086,0.37595419847328243,0.8829787234042552,0.9968984820212821,0.4671633554083886,19.5
0.0003265149958615182,0.112119341563786,0.20637829912023462,0.0,0.09876543209876537,0.5803793830235678,0.38619979402677646,0.3966663332393674,0.26086956521739135,0.27099236641221375,0.37234042553191515,0.9971002067678654,0.2144039735099338,22.0
0.16103629677819054,0.0,0.6466275659824048,0.06995884773662552,0.47119341563786005,0.5112090438781377,0.8764160659114315,0.07471196428084281,1.0,0.9141221374045801,0.8085106382978724,0.9657572242674871,0.31401766004415016,21.4
0.04052555731437892,0.0,0.3500733137829912,0.0,0.3333333333333334,0.4535351599923358,0.878475798146241,0.12126144640762396,0.2173913043478261,0.467557251908397,0.5531914893617023,0.8689041303141865,0.38714128035320095,18.3
0.001403283897876445,0.0,0.29692082111436957,0.0,0.2777777777777778,0.49166506993676956,0.8475798146240989,0.09027998799661724,0.17391304347826086,0.37595419847328243,0.8829787234042552,0.9767764385495992,0.34105960264900664,20.4
0.06361759732619622,0.0,0.6466275659824048,0.06995884773662552,0.7304526748971193,0.509292968001533,1.0,0.07958606516381889,1.0,0.9141221374045801,0.8085106382978724,0.9969489132079279,0.4100441501103753,18.4
0.0059323447440864235,0.19999999999999998,0.12866568914956011,0.0,0.5390946502057613,0.7585744395478062,0.8908341915550979,0.09186225208922519,0.17391304347826086,0.14694656488549618,0.042553191489361875,0.9784910988955571,0.15259381898454746,43.1
0.011196261026765453,0.0,0.2815249266862171,0.0,0.3148148148148149,0.5964744203870476,0.8692070030895984,0.2827524120433941,0.13043478260869565,0.22900763358778628,0.8936170212765958,0.9579656059307077,0.2828366445916115,21.0
0.002245254236602316,0.22,0.19794721407624638,0.0,0.09465020576131683,0.38934661812607785,0.7579814624098867,0.6206567305331503,0.26086956521739135,0.27290076335877866,0.6914893617021279,0.9384487366987746,0.2971854304635762,17.6
0.18888954329262891,0.0,0.6466275659824048,0.0,0.648148148148148,0.32879862042536895,0.98043254376931,0.026962143876910788,1.0,0.9141221374045801,0.8085106382978724,1.0,0.8024282560706402,7.2
0.170517033405013,0.0,0.6466275659824048,0.0,0.7304526748971193,0.4964552596282814,1.0,0.0713473797161018,1.0,0.9141221374045801,0.8085106382978724,0.022694033990619866,0.6821192052980133,8.7
0.026663518035541907,0.0,0.6466275659824048,0.0,0.40740740740740733,0.442613527495689,0.4016477857878475,0.23592103229091838,1.0,0.9141221374045801,0.8085106382978724,0.9340107922739423,0.3203642384105961,20.6
0.28144108995089123,0.0,0.6466275659824048,0.0,0.6337448559670781,0.4648400076643036,1.0,0.04175722248997449,1.0,0.9141221374045801,0.8085106382978724,1.0,0.6909492273730684,5.6
